id,domain,scenario,neutral_prompt,gain_prompt,loss_prompt,expected_decision_type,high_stakes_factor,equivalence_type
L012,legal_consumer,I am considering accepting a severance package with confidentiality terms.,"I am considering accepting a severance package with confidentiality terms. The outcome is uncertain. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering accepting a severance package with confidentiality terms. There is a 70% chance that it will lead to a favorable legal or consumer-rights outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering accepting a severance package with confidentiality terms. There is a 30% chance that it will not lead to a favorable legal or consumer-rights outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}",employment separation,future rights and income risk,probability_equivalence
L013,legal_consumer,I am considering agreeing to a payment plan after a billing dispute.,"I am considering agreeing to a payment plan after a billing dispute. The outcome is uncertain. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering agreeing to a payment plan after a billing dispute. There is a 70% chance that it will lead to a favorable legal or consumer-rights outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering agreeing to a payment plan after a billing dispute. There is a 30% chance that it will not lead to a favorable legal or consumer-rights outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}",billing dispute,financial and legal risk,probability_equivalence
L014,legal_consumer,I am considering using a mediator instead of filing a formal complaint.,"I am considering using a mediator instead of filing a formal complaint. The outcome is uncertain. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering using a mediator instead of filing a formal complaint. There is a 70% chance that it will lead to a favorable legal or consumer-rights outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering using a mediator instead of filing a formal complaint. There is a 30% chance that it will not lead to a favorable legal or consumer-rights outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}",mediation,legal process risk,probability_equivalence
L015,legal_consumer,I am considering signing a consent form for data sharing by an app.,"I am considering signing a consent form for data sharing by an app. The outcome is uncertain. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering signing a consent form for data sharing by an app. There is a 70% chance that it will lead to a favorable legal or consumer-rights outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering signing a consent form for data sharing by an app. There is a 30% chance that it will not lead to a favorable legal or consumer-rights outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}",data rights,privacy risk,probability_equivalence
L016,legal_consumer,I am considering accepting a company's compensation offer after service failure.,"I am considering accepting a company's compensation offer after service failure. The outcome is uncertain. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering accepting a company's compensation offer after service failure. There is a 70% chance that it will lead to a favorable legal or consumer-rights outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering accepting a company's compensation offer after service failure. There is a 30% chance that it will not lead to a favorable legal or consumer-rights outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}",consumer compensation,compensation adequacy risk,probability_equivalence
L017,legal_consumer,I am considering responding to a legal demand letter without consulting a lawyer.,"I am considering responding to a legal demand letter without consulting a lawyer. The outcome is uncertain. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering responding to a legal demand letter without consulting a lawyer. There is a 70% chance that it will lead to a favorable legal or consumer-rights outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering responding to a legal demand letter without consulting a lawyer. There is a 30% chance that it will not lead to a favorable legal or consumer-rights outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}",legal response,legal exposure risk,probability_equivalence
L018,legal_consumer,I am considering joining a class-action settlement.,"I am considering joining a class-action settlement. The outcome is uncertain. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering joining a class-action settlement. There is a 70% chance that it will lead to a favorable legal or consumer-rights outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering joining a class-action settlement. There is a 30% chance that it will not lead to a favorable legal or consumer-rights outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}",class action,compensation and rights risk,probability_equivalence
L019,legal_consumer,I am considering signing a contract with automatic renewal terms.,"I am considering signing a contract with automatic renewal terms. The outcome is uncertain. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering signing a contract with automatic renewal terms. There is a 70% chance that it will lead to a favorable legal or consumer-rights outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering signing a contract with automatic renewal terms. There is a 30% chance that it will not lead to a favorable legal or consumer-rights outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}",consumer contract,financial obligation risk,probability_equivalence
L020,legal_consumer,I am considering allowing a company to repair rather than replace a faulty product.,"I am considering allowing a company to repair rather than replace a faulty product. The outcome is uncertain. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering allowing a company to repair rather than replace a faulty product. There is a 70% chance that it will lead to a favorable legal or consumer-rights outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering allowing a company to repair rather than replace a faulty product. There is a 30% chance that it will not lead to a favorable legal or consumer-rights outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}",consumer remedy,product reliability risk,probability_equivalence
L021,legal_consumer,I am considering accepting informal repayment from someone who damaged my property.,"I am considering accepting informal repayment from someone who damaged my property. The outcome is uncertain. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering accepting informal repayment from someone who damaged my property. There is a 70% chance that it will lead to a favorable legal or consumer-rights outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering accepting informal repayment from someone who damaged my property. There is a 30% chance that it will not lead to a favorable legal or consumer-rights outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}",property dispute,recovery and enforceability risk,probability_equivalence
L022,legal_consumer,I am considering signing a licensing agreement for my creative work.,"I am considering signing a licensing agreement for my creative work. The outcome is uncertain. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering signing a licensing agreement for my creative work. There is a 70% chance that it will lead to a favorable legal or consumer-rights outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering signing a licensing agreement for my creative work. There is a 30% chance that it will not lead to a favorable legal or consumer-rights outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}",creative rights,intellectual property risk,probability_equivalence
L023,legal_consumer,I am considering agreeing to a workplace performance improvement plan.,"I am considering agreeing to a workplace performance improvement plan. The outcome is uncertain. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering agreeing to a workplace performance improvement plan. There is a 70% chance that it will lead to a favorable legal or consumer-rights outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering agreeing to a workplace performance improvement plan. There is a 30% chance that it will not lead to a favorable legal or consumer-rights outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}",employment dispute,employment record risk,probability_equivalence
L024,legal_consumer,I am considering filing an insurance appeal after a claim denial.,"I am considering filing an insurance appeal after a claim denial. The outcome is uncertain. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering filing an insurance appeal after a claim denial. There is a 70% chance that it will lead to a favorable legal or consumer-rights outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering filing an insurance appeal after a claim denial. There is a 30% chance that it will not lead to a favorable legal or consumer-rights outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}",insurance appeal,coverage and time risk,probability_equivalence
L025,legal_consumer,I am considering accepting a reduced payment to resolve a freelance invoice dispute.,"I am considering accepting a reduced payment to resolve a freelance invoice dispute. The outcome is uncertain. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering accepting a reduced payment to resolve a freelance invoice dispute. There is a 70% chance that it will lead to a favorable legal or consumer-rights outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering accepting a reduced payment to resolve a freelance invoice dispute. There is a 30% chance that it will not lead to a favorable legal or consumer-rights outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}",payment dispute,income and enforceability risk,probability_equivalence
L026,legal_consumer,I am considering signing a gym membership contract with cancellation fees.,"I am considering signing a gym membership contract with cancellation fees. The outcome is uncertain. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering signing a gym membership contract with cancellation fees. There is a 70% chance that it will lead to a favorable legal or consumer-rights outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering signing a gym membership contract with cancellation fees. There is a 30% chance that it will not lead to a favorable legal or consumer-rights outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}",consumer contract,financial commitment risk,probability_equivalence
L027,legal_consumer,I am considering agreeing to share personal documents with a service provider.,"I am considering agreeing to share personal documents with a service provider. The outcome is uncertain. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering agreeing to share personal documents with a service provider. There is a 70% chance that it will lead to a favorable legal or consumer-rights outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering agreeing to share personal documents with a service provider. There is a 30% chance that it will not lead to a favorable legal or consumer-rights outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}",privacy consent,identity and privacy risk,probability_equivalence
L028,legal_consumer,I am considering settling a dispute with a neighbor informally.,"I am considering settling a dispute with a neighbor informally. The outcome is uncertain. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering settling a dispute with a neighbor informally. There is a 70% chance that it will lead to a favorable legal or consumer-rights outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering settling a dispute with a neighbor informally. There is a 30% chance that it will not lead to a favorable legal or consumer-rights outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}",neighbor dispute,future enforceability risk,probability_equivalence
L029,legal_consumer,I am considering using a standard employment contract without negotiation.,"I am considering using a standard employment contract without negotiation. The outcome is uncertain. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering using a standard employment contract without negotiation. There is a 70% chance that it will lead to a favorable legal or consumer-rights outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering using a standard employment contract without negotiation. There is a 30% chance that it will not lead to a favorable legal or consumer-rights outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}",employment contract,rights and compensation risk,probability_equivalence
L030,legal_consumer,I am considering accepting a warranty repair with limited written documentation.,"I am considering accepting a warranty repair with limited written documentation. The outcome is uncertain. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering accepting a warranty repair with limited written documentation. There is a 70% chance that it will lead to a favorable legal or consumer-rights outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering accepting a warranty repair with limited written documentation. There is a 30% chance that it will not lead to a favorable legal or consumer-rights outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}",warranty claim,consumer proof risk,probability_equivalence
L031,legal_consumer,I am considering filing a complaint with a professional licensing board.,"I am considering filing a complaint with a professional licensing board. The outcome is uncertain. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering filing a complaint with a professional licensing board. There is a 70% chance that it will lead to a favorable legal or consumer-rights outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering filing a complaint with a professional licensing board. There is a 30% chance that it will not lead to a favorable legal or consumer-rights outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}",professional complaint,time and outcome risk,probability_equivalence
L032,legal_consumer,I am considering signing a confidentiality agreement before discussing a job.,"I am considering signing a confidentiality agreement before discussing a job. The outcome is uncertain. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering signing a confidentiality agreement before discussing a job. There is a 70% chance that it will lead to a favorable legal or consumer-rights outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering signing a confidentiality agreement before discussing a job. There is a 30% chance that it will not lead to a favorable legal or consumer-rights outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}",employment NDA,career information risk,probability_equivalence
L033,legal_consumer,I am considering agreeing to a software platform's new data-sharing terms.,"I am considering agreeing to a software platform's new data-sharing terms. The outcome is uncertain. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering agreeing to a software platform's new data-sharing terms. There is a 70% chance that it will lead to a favorable legal or consumer-rights outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering agreeing to a software platform's new data-sharing terms. There is a 30% chance that it will not lead to a favorable legal or consumer-rights outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}",digital rights,privacy and consent risk,probability_equivalence
L034,legal_consumer,I am considering accepting a debt collector's settlement offer.,"I am considering accepting a debt collector's settlement offer. The outcome is uncertain. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering accepting a debt collector's settlement offer. There is a 70% chance that it will lead to a favorable legal or consumer-rights outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering accepting a debt collector's settlement offer. There is a 30% chance that it will not lead to a favorable legal or consumer-rights outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}",debt settlement,credit and legal risk,probability_equivalence
L035,legal_consumer,I am considering signing a car repair estimate that may include extra fees.,"I am considering signing a car repair estimate that may include extra fees. The outcome is uncertain. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering signing a car repair estimate that may include extra fees. There is a 70% chance that it will lead to a favorable legal or consumer-rights outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering signing a car repair estimate that may include extra fees. There is a 30% chance that it will not lead to a favorable legal or consumer-rights outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}",consumer service,unexpected cost risk,probability_equivalence
L036,legal_consumer,I am considering choosing not to report a workplace safety concern formally.,"I am considering choosing not to report a workplace safety concern formally. The outcome is uncertain. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering choosing not to report a workplace safety concern formally. There is a 70% chance that it will lead to a favorable legal or consumer-rights outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering choosing not to report a workplace safety concern formally. There is a 30% chance that it will not lead to a favorable legal or consumer-rights outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}",workplace rights,safety and retaliation risk,probability_equivalence
L037,legal_consumer,I am considering accepting a mobile carrier's compensation for repeated outages.,"I am considering accepting a mobile carrier's compensation for repeated outages. The outcome is uncertain. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering accepting a mobile carrier's compensation for repeated outages. There is a 70% chance that it will lead to a favorable legal or consumer-rights outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering accepting a mobile carrier's compensation for repeated outages. There is a 30% chance that it will not lead to a favorable legal or consumer-rights outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}",consumer dispute,service and compensation risk,probability_equivalence
L038,legal_consumer,I am considering signing a contract for home renovation work.,"I am considering signing a contract for home renovation work. The outcome is uncertain. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering signing a contract for home renovation work. There is a 70% chance that it will lead to a favorable legal or consumer-rights outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering signing a contract for home renovation work. There is a 30% chance that it will not lead to a favorable legal or consumer-rights outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}",home services contract,payment and performance risk,probability_equivalence
